,name,symbol,price,marcaps,crypto_1h,crypto_24h,crypto_7d,vol_24_d,vol_24_s,circ_supply,image,link
110,Celo,CELO,$0.7164,"$355,119,937",0.55%,9.92%,15.87%,"$111,697,746","155,912,131 CELO","494,976,084 CELO",https://s2.coinmarketcap.com/static/img/coins/64x64/5567.png,https://coinmarketcap.com/currencies/celo/
111,Balancer,BAL,$7.18,"$349,466,351",0.19%,4.95%,3.44%,"$7,106,784","989,359 BAL","48,703,123 BAL",https://s2.coinmarketcap.com/static/img/coins/64x64/5728.png,https://coinmarketcap.com/currencies/balancer/
112,Ankr,ANKR,$0.03617,"$349,533,630",0.08%,3.98%,10.69%,"$89,730,215","2,479,897,745 ANKR","9,662,899,378 ANKR",https://s2.coinmarketcap.com/static/img/coins/64x64/3783.png,https://coinmarketcap.com/currencies/ankr/
113,Holo,HOT,$0.001999,"$345,957,411",0.43%,1.09%,7.92%,"$24,509,182","12,261,781,915 HOT","173,342,974,127 HOT",https://s2.coinmarketcap.com/static/img/coins/64x64/2682.png,https://coinmarketcap.com/currencies/holo/
114,FLOKI,FLOKI,$0.00003723,"$334,056,774",0.73%,0.59%,5.93%,"$28,668,991","770,090,212,697 FLOKI","8,917,452,316,422 FLOKI",https://s2.coinmarketcap.com/static/img/coins/64x64/10804.png,https://coinmarketcap.com/currencies/floki-inu/
115,Ravencoin,RVN,$0.02678,"$332,348,395",0.06%,1.57%,4.85%,"$36,064,129","1,346,603,881 RVN","12,389,837,831 RVN",https://s2.coinmarketcap.com/static/img/coins/64x64/2577.png,https://coinmarketcap.com/currencies/ravencoin/
116,Qtum,QTUM,$3.17,"$331,272,008",0.01%,2.53%,0.31%,"$39,202,236","12,365,473 QTUM","104,602,954 QTUM",https://s2.coinmarketcap.com/static/img/coins/64x64/1684.png,https://coinmarketcap.com/currencies/qtum/
117,Compound,COMP,$44.46,"$323,098,477",0.21%,4.31%,2.65%,"$23,819,367","536,232 COMP","7,267,152 COMP",https://s2.coinmarketcap.com/static/img/coins/64x64/5692.png,https://coinmarketcap.com/currencies/compound/
118,Threshold,T,$0.03746,"$322,811,018",0.58%,1.78%,9.75%,"$29,120,456","777,384,583 T","8,610,858,334 T",https://s2.coinmarketcap.com/static/img/coins/64x64/17751.png,https://coinmarketcap.com/currencies/threshold/
119,Terra,LUNA,$1.28,"$312,920,354",0.07%,1.54%,1.26%,"$32,973,894","25,660,583 LUNA","243,615,837 LUNA",https://s2.coinmarketcap.com/static/img/coins/64x64/20314.png,https://coinmarketcap.com/currencies/terra-luna-v2/
120,Decred,DCR,$20.83,"$309,365,635",0.13%,2.55%,2.04%,"$2,007,070","96,123 DCR","14,854,684 DCR",https://s2.coinmarketcap.com/static/img/coins/64x64/1168.png,https://coinmarketcap.com/currencies/decred/
121,Fetch.ai,FET,$0.3676,"$301,197,128",0.00%,4.67%,0.28%,"$60,165,994","163,689,112 FET","818,912,300 FET",https://s2.coinmarketcap.com/static/img/coins/64x64/3773.png,https://coinmarketcap.com/currencies/fetch/
122,Gnosis,GNO,$116.08,"$300,997,509",0.11%,3.40%,3.55%,"$4,120,214","35,494 GNO","2,589,588 GNO",https://s2.coinmarketcap.com/static/img/coins/64x64/1659.png,https://coinmarketcap.com/currencies/gnosis-gno/
123,MAGIC,MAGIC,$1.40,"$298,149,427",0.09%,5.95%,3.09%,"$58,288,866","41,727,879 MAGIC","213,512,999 MAGIC",https://s2.coinmarketcap.com/static/img/coins/64x64/14783.png,https://coinmarketcap.com/currencies/magic-token/
124,MobileCoin,MOB,$1.50,"$292,517,114",0.21%,3.80%,0.41%,"$9,098,423","6,076,080 MOB","195,286,109 MOB",https://s2.coinmarketcap.com/static/img/coins/64x64/7878.png,https://coinmarketcap.com/currencies/mobilecoin/
125,0x,ZRX,$0.3441,"$291,598,238",1.41%,0.43%,49.66%,"$332,709,449","965,351,855 ZRX","847,496,055 ZRX",https://s2.coinmarketcap.com/static/img/coins/64x64/1896.png,https://coinmarketcap.com/currencies/0x/
126,Arweave,AR,$8.69,"$290,010,403",0.29%,3.36%,4.13%,"$13,414,480","1,543,040 AR","33,394,701 AR",https://s2.coinmarketcap.com/static/img/coins/64x64/5632.png,https://coinmarketcap.com/currencies/arweave/
127,Gala,GALA,$0.0416,"$289,897,003",0.48%,3.31%,0.88%,"$120,951,953","2,907,152,624 GALA","6,977,205,436 GALA",https://s2.coinmarketcap.com/static/img/coins/64x64/7080.png,https://coinmarketcap.com/currencies/gala/
128,Kusama,KSM,$34.19,"$289,591,675",0.03%,3.41%,1.77%,"$15,487,328","453,032 KSM","8,470,098 KSM",https://s2.coinmarketcap.com/static/img/coins/64x64/5034.png,https://coinmarketcap.com/currencies/kusama/
129,yearn.finance,YFI,"$8,734.36","$286,362,647",0.11%,3.51%,1.04%,"$29,550,751","3,383 YFI","32,788 YFI",https://s2.coinmarketcap.com/static/img/coins/64x64/5864.png,https://coinmarketcap.com/currencies/yearn-finance/
130,Audius,AUDIO,$0.2863,"$285,438,180",0.01%,3.75%,0.81%,"$12,026,435","42,001,191 AUDIO","997,315,329 AUDIO",https://s2.coinmarketcap.com/static/img/coins/64x64/7455.png,https://coinmarketcap.com/currencies/audius/
131,Harmony,ONE,$0.02154,"$285,139,025",0.05%,4.52%,3.85%,"$35,027,141","1,626,396,673 ONE","13,200,028,313 ONE",https://s2.coinmarketcap.com/static/img/coins/64x64/3945.png,https://coinmarketcap.com/currencies/harmony/
132,Astar,ASTR,$0.06502,"$284,469,214",0.42%,4.14%,1.30%,"$11,424,557","175,700,753 ASTR","4,368,329,573 ASTR",https://s2.coinmarketcap.com/static/img/coins/64x64/12885.png,https://coinmarketcap.com/currencies/astar/
133,IoTeX,IOTX,$0.02971,"$280,709,443",1.13%,4.24%,15.03%,"$21,702,980","731,569,837 IOTX","9,448,584,010 IOTX",https://s2.coinmarketcap.com/static/img/coins/64x64/2777.png,https://coinmarketcap.com/currencies/iotex/
134,LINK,LN,$41.19,"$277,359,248",0.54%,0.89%,1.67%,"$805,730","19,539 LN","6,734,458 LN",https://s2.coinmarketcap.com/static/img/coins/64x64/4512.png,https://coinmarketcap.com/currencies/link/
135,Ethereum Name Service,ENS,$13.57,"$274,882,625",0.00%,2.66%,0.99%,"$27,512,874","2,026,929 ENS","20,244,862 ENS",https://s2.coinmarketcap.com/static/img/coins/64x64/13855.png,https://coinmarketcap.com/currencies/ethereum-name-service/
136,Bitcoin Gold,BTG,$15.54,"$272,186,412",0.63%,3.31%,6.06%,"$3,632,115","233,693 BTG","17,513,924 BTG",https://s2.coinmarketcap.com/static/img/coins/64x64/2083.png,https://coinmarketcap.com/currencies/bitcoin-gold/
137,Chia,XCH,$38.38,"$267,614,245",0.05%,0.67%,0.80%,"$4,001,784","104,270 XCH","6,958,152 XCH",https://s2.coinmarketcap.com/static/img/coins/64x64/9258.png,https://coinmarketcap.com/currencies/chia-network/
138,Blur,BLUR,$0.6117,"$263,074,368",0.65%,6.16%,15.60%,"$74,393,361","121,608,939 BLUR","429,300,312 BLUR",https://s2.coinmarketcap.com/static/img/coins/64x64/23121.png,https://coinmarketcap.com/currencies/blur-token/
139,Bone ShibaSwap,BONE,$1.11,"$255,729,683",0.40%,2.76%,2.09%,"$3,891,792","3,500,850 BONE","229,923,446 BONE",https://s2.coinmarketcap.com/static/img/coins/64x64/11865.png,https://coinmarketcap.com/currencies/bone-shibaswap/
140,SushiSwap,SUSHI,$1.15,"$254,619,820",0.31%,2.90%,6.06%,"$42,289,762","36,910,735 SUSHI","222,257,372 SUSHI",https://s2.coinmarketcap.com/static/img/coins/64x64/6758.png,https://coinmarketcap.com/currencies/sushiswap/
141,JasmyCoin,JASMY,$0.005277,"$251,046,154",0.47%,6.43%,11.48%,"$60,929,637","11,547,981,867 JASMY","47,569,999,999 JASMY",https://s2.coinmarketcap.com/static/img/coins/64x64/8425.png,https://coinmarketcap.com/currencies/jasmy/
142,Golem,GLM,$0.247,"$247,254,341",0.25%,3.97%,5.98%,"$7,914,107","32,071,163 GLM","1,000,000,000 GLM",https://s2.coinmarketcap.com/static/img/coins/64x64/1455.png,https://coinmarketcap.com/currencies/golem-network-tokens/
143,JUST,JST,$0.02731,"$243,168,826",0.07%,2.07%,6.09%,"$22,780,068","834,032,363 JST","8,902,080,000 JST",https://s2.coinmarketcap.com/static/img/coins/64x64/5488.png,https://coinmarketcap.com/currencies/just/
144,Waves,WAVES,$2.15,"$239,316,463",0.45%,3.95%,0.27%,"$54,598,265","25,343,745 WAVES","111,080,482 WAVES",https://s2.coinmarketcap.com/static/img/coins/64x64/1274.png,https://coinmarketcap.com/currencies/waves/
145,Moonbeam,GLMR,$0.3887,"$236,044,942",0.21%,2.83%,4.56%,"$6,351,748","16,366,163 GLMR","607,198,532 GLMR",https://s2.coinmarketcap.com/static/img/coins/64x64/6836.png,https://coinmarketcap.com/currencies/moonbeam/
146,Liquity,LQTY,$2.56,"$234,703,214",0.57%,6.29%,13.51%,"$82,492,321","32,200,294 LQTY","91,609,646 LQTY",https://s2.coinmarketcap.com/static/img/coins/64x64/7429.png,https://coinmarketcap.com/currencies/liquity/
147,STEPN,GMT,$0.3869,"$232,130,507",0.35%,2.29%,0.90%,"$38,504,809","99,606,703 GMT","600,000,000 GMT",https://s2.coinmarketcap.com/static/img/coins/64x64/18069.png,https://coinmarketcap.com/currencies/green-metaverse-token/
148,Band Protocol,BAND,$1.84,"$229,160,539",0.15%,2.09%,0.97%,"$8,809,408","4,783,295 BAND","124,328,910 BAND",https://s2.coinmarketcap.com/static/img/coins/64x64/4679.png,https://coinmarketcap.com/currencies/band-protocol/
149,Siacoin,SC,$0.00425,"$228,093,395",0.02%,2.21%,8.84%,"$8,144,437","1,914,685,616 SC","53,666,752,991 SC",https://s2.coinmarketcap.com/static/img/coins/64x64/1042.png,https://coinmarketcap.com/currencies/siacoin/
150,Kadena,KDA,$1.00,"$227,085,301",0.02%,1.00%,4.21%,"$7,387,384","7,361,477 KDA","226,881,689 KDA",https://s2.coinmarketcap.com/static/img/coins/64x64/5647.png,https://coinmarketcap.com/currencies/kadena/
151,Ocean Protocol,OCEAN,$0.3627,"$222,414,902",0.27%,6.25%,2.15%,"$19,189,458","52,955,097 OCEAN","613,099,141 OCEAN",https://s2.coinmarketcap.com/static/img/coins/64x64/3911.png,https://coinmarketcap.com/currencies/ocean-protocol/
152,OMG Network,OMG,$1.57,"$219,893,393",0.65%,3.60%,12.34%,"$48,576,454","30,880,828 OMG","140,245,398 OMG",https://s2.coinmarketcap.com/static/img/coins/64x64/1808.png,https://coinmarketcap.com/currencies/omg/
153,Ontology,ONT,$0.2479,"$216,983,066",0.10%,2.56%,7.80%,"$16,253,411","65,605,814 ONT","875,249,524 ONT",https://s2.coinmarketcap.com/static/img/coins/64x64/2566.png,https://coinmarketcap.com/currencies/ontology/
154,Reserve Rights,RSR,$0.004735,"$215,203,436",1.32%,12.89%,20.03%,"$57,460,361","12,135,454,161 RSR","45,611,899,305 RSR",https://s2.coinmarketcap.com/static/img/coins/64x64/3964.png,https://coinmarketcap.com/currencies/reserve-rights/
155,DAO Maker,DAO,$1.49,"$214,419,201",0.02%,1.21%,7.80%,"$1,536,536","1,031,933 DAO","143,942,531 DAO",https://s2.coinmarketcap.com/static/img/coins/64x64/8420.png,https://coinmarketcap.com/currencies/dao-maker/
156,IOST,IOST,$0.01125,"$210,373,512",0.01%,3.06%,7.90%,"$16,278,092","1,448,890,262 IOST","18,708,894,189 IOST",https://s2.coinmarketcap.com/static/img/coins/64x64/2405.png,https://coinmarketcap.com/currencies/iostoken/
157,TerraClassicUSD,USTC,$0.02134,"$209,366,233",0.05%,0.80%,1.76%,"$8,062,843","377,730,284 USTC","9,799,505,537 USTC",https://s2.coinmarketcap.com/static/img/coins/64x64/7129.png,https://coinmarketcap.com/currencies/terrausd/
158,Biconomy,BICO,$0.3926,"$205,999,444",0.33%,5.09%,4.67%,"$4,574,377","11,652,225 BICO","524,676,611 BICO",https://s2.coinmarketcap.com/static/img/coins/64x64/9543.png,https://coinmarketcap.com/currencies/biconomy/
159,JOE,JOE,$0.6109,"$205,582,223",0.04%,4.40%,12.64%,"$40,543,086","66,574,777 JOE","336,436,965 JOE",https://s2.coinmarketcap.com/static/img/coins/64x64/11396.png,https://coinmarketcap.com/currencies/joe/
160,BORA,BORA,$0.2025,"$202,010,803",0.77%,12.59%,13.27%,"$73,960,678","365,300,619 BORA","993,750,000 BORA",https://s2.coinmarketcap.com/static/img/coins/64x64/3801.png,https://coinmarketcap.com/currencies/bora/
161,Helium,HNT,$1.40,"$200,510,487",0.06%,8.14%,1.68%,"$2,595,459","1,848,036 HNT","142,905,410 HNT",https://s2.coinmarketcap.com/static/img/coins/64x64/5665.png,https://coinmarketcap.com/currencies/helium/
162,Hive,HIVE,$0.4189,"$198,782,663",0.47%,3.82%,6.85%,"$9,542,139","22,706,064 HIVE","474,526,041 HIVE",https://s2.coinmarketcap.com/static/img/coins/64x64/5370.png,https://coinmarketcap.com/currencies/hive-blockchain/
163,MX TOKEN,MX,$1.98,"$198,338,960",0.10%,1.43%,1.98%,"$2,362,462","1,190,354 MX","100,000,000 MX",https://s2.coinmarketcap.com/static/img/coins/64x64/4041.png,https://coinmarketcap.com/currencies/mx-token/
164,Livepeer,LPT,$7.18,"$198,140,292",0.39%,2.30%,4.26%,"$6,291,950","875,843 LPT","27,585,524 LPT",https://s2.coinmarketcap.com/static/img/coins/64x64/3640.png,https://coinmarketcap.com/currencies/livepeer/
165,Nervos Network,CKB,$0.004807,"$193,648,612",0.23%,1.49%,7.92%,"$5,980,170","1,244,046,287 CKB","40,254,540,559 CKB",https://s2.coinmarketcap.com/static/img/coins/64x64/4948.png,https://coinmarketcap.com/currencies/nervos-network/
166,Flux,FLUX,$0.6572,"$193,637,127",0.46%,2.48%,5.28%,"$22,337,194","33,990,189 FLUX","294,342,120 FLUX",https://s2.coinmarketcap.com/static/img/coins/64x64/3029.png,https://coinmarketcap.com/currencies/zel/
167,Dogelon Mars,ELON,$0.000000351,"$192,936,743",0.30%,0.53%,1.25%,"$4,538,098","12,932,078,266,083 ELON","549,652,770,159,583 ELON",https://s2.coinmarketcap.com/static/img/coins/64x64/9436.png,https://coinmarketcap.com/currencies/dogelon/
168,Alchemy Pay,ACH,$0.03766,"$191,406,266",0.44%,2.08%,11.09%,"$69,026,408","1,821,923,997 ACH","5,082,155,932 ACH",https://s2.coinmarketcap.com/static/img/coins/64x64/6958.png,https://coinmarketcap.com/currencies/alchemy-pay/
169,SKALE,SKL,$0.04274,"$191,635,780",0.34%,5.36%,6.19%,"$19,137,441","447,785,123 SKL","4,483,686,004 SKL",https://s2.coinmarketcap.com/static/img/coins/64x64/5691.png,https://coinmarketcap.com/currencies/skale-network/
170,Symbol,XYM,$0.03415,"$190,615,048",0.10%,3.14%,0.17%,"$878,811","25,749,566 XYM","5,582,460,005 XYM",https://s2.coinmarketcap.com/static/img/coins/64x64/8677.png,https://coinmarketcap.com/currencies/symbol/
171,aelf,ELF,$0.3195,"$189,015,502",0.32%,2.07%,8.23%,"$23,774,765","74,434,236 ELF","591,510,172 ELF",https://s2.coinmarketcap.com/static/img/coins/64x64/2299.png,https://coinmarketcap.com/currencies/aelf/
172,SwissBorg,CHSB,$0.1841,"$184,066,431",0.18%,1.25%,3.75%,"$332,660","1,794,956 CHSB","1,000,000,000 CHSB",https://s2.coinmarketcap.com/static/img/coins/64x64/2499.png,https://coinmarketcap.com/currencies/swissborg/
173,SafePal,SFP,$0.4927,"$182,122,045",0.52%,2.95%,6.57%,"$6,735,608","13,660,890 SFP","369,666,536 SFP",https://s2.coinmarketcap.com/static/img/coins/64x64/8119.png,https://coinmarketcap.com/currencies/safepal/
174,Bitgert,BRISE,$0.0000004581,"$181,257,783",0.27%,3.70%,6.63%,"$5,546,691","12,211,687,521,413 BRISE","395,688,215,721,653 BRISE",https://s2.coinmarketcap.com/static/img/coins/64x64/11079.png,https://coinmarketcap.com/currencies/bitrise-token/
175,WAX,WAXP,$0.07291,"$178,550,471",0.13%,4.22%,8.18%,"$8,317,897","114,303,913 WAXP","2,449,068,241 WAXP",https://s2.coinmarketcap.com/static/img/coins/64x64/2300.png,https://coinmarketcap.com/currencies/wax/
176,BinaryX,BNX,$0.5877,"$169,924,314",0.11%,2.27%,1.95%,"$12,527,664","21,311,465 BNX","289,119,100 BNX",https://s2.coinmarketcap.com/static/img/coins/64x64/23635.png,https://coinmarketcap.com/currencies/binaryx-new/
177,Storj,STORJ,$0.4108,"$169,651,745",0.67%,5.57%,15.43%,"$71,682,747","174,442,591 STORJ","412,937,122 STORJ",https://s2.coinmarketcap.com/static/img/coins/64x64/1772.png,https://coinmarketcap.com/currencies/storj/
178,Polymath,POLY,$0.1788,"$165,422,656",0.01%,0.98%,4.53%,"$587,119","3,284,580 POLY","924,998,413 POLY",https://s2.coinmarketcap.com/static/img/coins/64x64/2496.png,https://coinmarketcap.com/currencies/polymath-network/
179,Amp,AMP,$0.003785,"$159,860,872",0.25%,1.64%,3.17%,"$6,723,647","1,775,925,888 AMP","42,227,702,186 AMP",https://s2.coinmarketcap.com/static/img/coins/64x64/6945.png,https://coinmarketcap.com/currencies/amp/
180,Keep Network,KEEP,$0.1844,"$158,717,260",0.06%,2.84%,8.39%,"$1,121,776","6,083,808 KEEP","860,762,270 KEEP",https://s2.coinmarketcap.com/static/img/coins/64x64/5566.png,https://coinmarketcap.com/currencies/keep-network/
181,DigiByte,DGB,$0.009827,"$158,558,339",0.16%,1.69%,1.83%,"$5,366,548","546,167,486 DGB","16,135,318,483 DGB",https://s2.coinmarketcap.com/static/img/coins/64x64/109.png,https://coinmarketcap.com/currencies/digibyte/
182,Celer Network,CELR,$0.02197,"$155,599,542",0.45%,2.30%,10.21%,"$8,037,876","366,021,876 CELR","7,085,488,367 CELR",https://s2.coinmarketcap.com/static/img/coins/64x64/3814.png,https://coinmarketcap.com/currencies/celer-network/
183,Illuvium,ILV,$60.54,"$151,790,761",0.28%,1.64%,1.52%,"$11,135,530","184,436 ILV","2,507,861 ILV",https://s2.coinmarketcap.com/static/img/coins/64x64/8719.png,https://coinmarketcap.com/currencies/illuvium/
184,Horizen,ZEN,$11.04,"$149,493,928",0.06%,3.75%,5.20%,"$7,858,736","713,177 ZEN","13,544,800 ZEN",https://s2.coinmarketcap.com/static/img/coins/64x64/1698.png,https://coinmarketcap.com/currencies/horizen/
185,MARBLEX,MBX,$2.87,"$146,492,421",0.15%,3.41%,2.92%,"$3,147,785","1,098,210 MBX","51,099,645 MBX",https://s2.coinmarketcap.com/static/img/coins/64x64/18895.png,https://coinmarketcap.com/currencies/marblex/
186,PlayDapp,PLA,$0.2708,"$145,332,307",4.37%,21.64%,24.08%,"$112,721,220","421,002,168 PLA","537,855,941 PLA",https://s2.coinmarketcap.com/static/img/coins/64x64/7461.png,https://coinmarketcap.com/currencies/playdapp/
187,UMA,UMA,$2.09,"$143,881,754",0.15%,1.98%,2.21%,"$7,254,753","3,477,770 UMA","68,947,415 UMA",https://s2.coinmarketcap.com/static/img/coins/64x64/5617.png,https://coinmarketcap.com/currencies/uma/
188,Stargate Finance,STG,$0.8738,"$142,954,877",1.48%,20.79%,30.99%,"$121,630,145","139,487,642 STG","163,593,122 STG",https://s2.coinmarketcap.com/static/img/coins/64x64/18934.png,https://coinmarketcap.com/currencies/stargate-finance/
189,Multichain,MULTI,$9.78,"$142,168,934",0.15%,4.72%,3.42%,"$3,916,337","402,283 MULTI","14,541,094 MULTI",https://s2.coinmarketcap.com/static/img/coins/64x64/17050.png,https://coinmarketcap.com/currencies/multichain/
190,Lisk,LSK,$1.10,"$141,620,700",0.05%,3.08%,5.95%,"$3,064,802","2,790,823 LSK","128,900,445 LSK",https://s2.coinmarketcap.com/static/img/coins/64x64/1214.png,https://coinmarketcap.com/currencies/lisk/
191,iExec RLC,RLC,$1.69,"$137,206,840",0.39%,1.76%,4.07%,"$6,483,551","3,827,901 RLC","80,999,785 RLC",https://s2.coinmarketcap.com/static/img/coins/64x64/1637.png,https://coinmarketcap.com/currencies/rlc/
192,SPACE ID,ID,$0.474,"$135,571,131",0.42%,2.50%,1.20%,"$91,900,308","193,264,803 ID","286,000,000 ID",https://s2.coinmarketcap.com/static/img/coins/64x64/21846.png,https://coinmarketcap.com/currencies/space-id/
193,RSK Infrastructure Framework,RIF,$0.1406,"$134,092,251",0.17%,4.67%,8.59%,"$4,451,954","31,668,696 RIF","953,380,002 RIF",https://s2.coinmarketcap.com/static/img/coins/64x64/3701.png,https://coinmarketcap.com/currencies/rsk-infrastructure-framework/
194,OriginTrail,TRAC,$0.3636,"$132,874,966",0.44%,1.01%,6.54%,"$1,070,664","2,948,438 TRAC","365,481,590 TRAC",https://s2.coinmarketcap.com/static/img/coins/64x64/2467.png,https://coinmarketcap.com/currencies/origintrail/
195,Axelar,AXL,$0.6096,"$131,268,514",0.18%,2.97%,0.71%,"$864,645","1,422,388 AXL","215,319,095 AXL",https://s2.coinmarketcap.com/static/img/coins/64x64/17799.png,https://coinmarketcap.com/currencies/axelar/
196,ConstitutionDAO,PEOPLE,$0.02565,"$129,809,961",0.56%,5.09%,13.07%,"$47,895,404","1,859,838,872 PEOPLE","5,060,137,335 PEOPLE",https://s2.coinmarketcap.com/static/img/coins/64x64/14806.png,https://coinmarketcap.com/currencies/constitutiondao/
197,Pundi X (New),PUNDIX,$0.5035,"$130,160,234",0.23%,4.78%,10.23%,"$13,589,163","27,054,004 PUNDIX","258,491,637 PUNDIX",https://s2.coinmarketcap.com/static/img/coins/64x64/9040.png,https://coinmarketcap.com/currencies/pundix-new/
198,API3,API3,$1.61,"$129,467,855",0.05%,2.06%,3.14%,"$5,379,635","3,336,187 API3","80,187,931 API3",https://s2.coinmarketcap.com/static/img/coins/64x64/7737.png,https://coinmarketcap.com/currencies/api3/
199,Tribe,TRIBE,$0.281,"$127,420,767",0.15%,2.22%,4.18%,"$732,818","2,608,348 TRIBE","453,448,622 TRIBE",https://s2.coinmarketcap.com/static/img/coins/64x64/9025.png,https://coinmarketcap.com/currencies/tribe/
200,HEX,HEX,$0.0799,"$13,861,136,931",0.34%,2.42%,3.92%,"$7,833,317","98,043,244 HEX","173,411,074,413 HEX",https://s2.coinmarketcap.com/static/img/coins/64x64/5015.png,https://coinmarketcap.com/currencies/hex/
201,Lido Staked ETH,stETH,"$1,895.57","$11,218,536,457",0.12%,4.77%,4.85%,"$28,922,404","15,258 STETH","5,912,419 stETH",https://s2.coinmarketcap.com/static/img/coins/64x64/8085.png,https://coinmarketcap.com/currencies/steth/
202,Wrapped TRON,WTRX,$0.06648,"$6,760,016,036",0.01%,0.02%,4.15%,"$960,277","14,445,247 WTRX","101,676,082,428 WTRX",https://s2.coinmarketcap.com/static/img/coins/64x64/18579.png,https://coinmarketcap.com/currencies/wrapped-tron/
203,T-mac DAO,TMG,$3.34,"$3,337,272,847",0.67%,4.78%,19.18%,"$12,863","3,856 TMG","1,000,000,000 TMG",https://s2.coinmarketcap.com/static/img/coins/64x64/22538.png,https://coinmarketcap.com/currencies/t-mac-dao/
204,Bitcoin BEP2,BTCB,"$28,536.12","$1,513,724,993",0.01%,1.33%,0.49%,"$18,606,472",652 BTCB,"53,056 BTCB",https://s2.coinmarketcap.com/static/img/coins/64x64/4023.png,https://coinmarketcap.com/currencies/bitcoin-bep2/
205,Huobi BTC,HBTC,"$28,594.94","$1,114,166,168",0.03%,1.20%,0.89%,"$25,734",0.8999 HBTC,"38,969 HBTC",https://s2.coinmarketcap.com/static/img/coins/64x64/6941.png,https://coinmarketcap.com/currencies/huobi-btc/
