,name,symbol,price,marcaps,crypto_1h,crypto_24h,crypto_7d,vol_24_d,vol_24_s,circ_supply,image,link
7624,Happiness,HPNS,$0.000008102,-,0.01%,3.87%,29.50%,$6,"752,906 HPNS",0 HPNS,https://s2.coinmarketcap.com/static/img/coins/64x64/12144.png,https://coinmarketcap.com/currencies/happiness/
7625,Falcon9,FALCON9,$0.0...02681,"$26,809",0.02%,1.42%,6.34%,$6,"226,088,637,767 FALCON9","1,000,000,000,000,000 FALCON9",https://s2.coinmarketcap.com/static/img/coins/64x64/19830.png,https://coinmarketcap.com/currencies/falcon9/
7626,Global Gaming,GMNG,$0.0000382,-,0.03%,4.22%,5.13%,$6,"158,070 GMNG",0 GMNG,https://s2.coinmarketcap.com/static/img/coins/64x64/7399.png,https://coinmarketcap.com/currencies/global-gaming/
7627,Brinc.fi,BRC,$0.09831,"$510,127",26.63%,13.82%,294.74%,$6,61 BRC,"5,188,409 BRC",https://s2.coinmarketcap.com/static/img/coins/64x64/14591.png,https://coinmarketcap.com/currencies/brinc-fi/
7628,Goku,GOKU,$0.0...05301,-,0.01%,1.83%,8.61%,$6,"1,135,577,462,035 GOKU",-,https://s2.coinmarketcap.com/static/img/coins/64x64/12346.png,https://coinmarketcap.com/currencies/goku/
7629,Digible,DIGI,$0.004385,"$320,243",0.04%,4.11%,3.14%,$6,"1,370 DIGI","72,997,867 DIGI",https://s2.coinmarketcap.com/static/img/coins/64x64/9551.png,https://coinmarketcap.com/currencies/digible/
7630,Lux Bio Cell,LBXC,$0.000003001,-,0.01%,14.27%,60.62%,$6,"1,956,199 LBXC",-,https://s2.coinmarketcap.com/static/img/coins/64x64/5490.png,https://coinmarketcap.com/currencies/lux-bio-cell/
7631,THENODE,THE,$0.0155,-,0.01%,0.02%,0.01%,$6,381 THE,0 THE,https://s2.coinmarketcap.com/static/img/coins/64x64/5078.png,https://coinmarketcap.com/currencies/thenode/
7632,Waves Ducks,EGG,$3.94,"$173,225",0.05%,1.56%,3.34%,$6,1 EGG,"43,906 EGG",https://s2.coinmarketcap.com/static/img/coins/64x64/10723.png,https://coinmarketcap.com/currencies/waves-ducks/
7633,Moon Robots,OIL,$0.0005667,"$28,371",0.47%,1.50%,8.99%,$6,"10,222 OIL","50,000,000 OIL",https://s2.coinmarketcap.com/static/img/coins/64x64/19703.png,https://coinmarketcap.com/currencies/moon-robots/
7634,TronAI,TAI,$0.00003964,"$19,823",0.06%,5.28%,4.12%,$6,"144,527 TAI","500,000,000 TAI",https://s2.coinmarketcap.com/static/img/coins/64x64/23572.png,https://coinmarketcap.com/currencies/tronai/
7635,MetaRacers,MRS,$0.0003298,"$1,762",0.05%,1.49%,1.08%,$6,"17,306 MRS","5,340,000 MRS",https://s2.coinmarketcap.com/static/img/coins/64x64/15848.png,https://coinmarketcap.com/currencies/metaracers/
7636,LadderCaster,LADA,$0.0001868,"$139,744",5.19%,26.84%,3.65%,$8,"40,311 LADA","748,100,575 LADA",https://s2.coinmarketcap.com/static/img/coins/64x64/19653.png,https://coinmarketcap.com/currencies/laddercaster/
7637,Invictus,IN,$0.1559,"$38,848",0.73%,6.63%,52.72%,$6,36 IN,"249,181 IN",https://s2.coinmarketcap.com/static/img/coins/64x64/14278.png,https://coinmarketcap.com/currencies/invictus/
7638,CEASports,CSPT,$0.0...06302,"$63,054",0.05%,1.59%,1.68%,$6,"8,881,247,851 CSPT","100,000,000,000,000 CSPT",https://s2.coinmarketcap.com/static/img/coins/64x64/23013.png,https://coinmarketcap.com/currencies/ceasports/
7639,Dynamic,DYNA,$0.00001381,"$8,287",0.02%,1.03%,0.38%,$6,"404,465 DYNA","600,000,000 DYNA",https://s2.coinmarketcap.com/static/img/coins/64x64/23406.png,https://coinmarketcap.com/currencies/dynamic-fi/
7640,PalGold,PALG,$0.0001,"$3,336",0.01%,17.66%,9.09%,$6,"55,592 PALG","33,350,487 PALG",https://s2.coinmarketcap.com/static/img/coins/64x64/9819.png,https://coinmarketcap.com/currencies/palgold/
7641,MetaUFO,METAUFO,$0.0001608,"$1,607,069",0.01%,0.73%,12.58%,$6,"34,473 METAUFO","10,000,000,000 METAUFO",https://s2.coinmarketcap.com/static/img/coins/64x64/18814.png,https://coinmarketcap.com/currencies/metaufo/
7642,Tokyo AU,TOKAU,$0.000000001181,"$1,027,019",0.05%,6.02%,8.00%,$6,"4,680,348,711 TOKAU","869,223,593,717,516 TOKAU",https://s2.coinmarketcap.com/static/img/coins/64x64/10951.png,https://coinmarketcap.com/currencies/tokyo-au/
7643,FarmerDoge,CROP,$0.00001191,-,0.05%,1.91%,1.57%,$5,"459,163 CROP",0 CROP,https://s2.coinmarketcap.com/static/img/coins/64x64/13964.png,https://coinmarketcap.com/currencies/farmerdoge/
7644,PYRAMIDWALK,PYRA,$0.0003587,"$89,722",0.05%,1.52%,24.37%,$5,"15,214 PYRA","249,999,999 PYRA",https://s2.coinmarketcap.com/static/img/coins/64x64/20149.png,https://coinmarketcap.com/currencies/pyramidwalk/
7645,Membrana,MBN,$0.0001162,"$44,152",0.04%,0.82%,3.88%,$5,"46,899 MBN","379,943,490 MBN",https://s2.coinmarketcap.com/static/img/coins/64x64/4233.png,https://coinmarketcap.com/currencies/membrana/
7646,Kitty Kat Coin,KATS,$0.0104,"$36,436",0.05%,75.40%,132.47%,$5,524 KATS,"3,500,000 KATS",https://s2.coinmarketcap.com/static/img/coins/64x64/19385.png,https://coinmarketcap.com/currencies/kitty-kat-coin/
7647,WHITEX,WHX,$0.0002489,-,0.01%,0.02%,0.01%,$5,"21,900 WHX",0 WHX,https://s2.coinmarketcap.com/static/img/coins/64x64/8943.png,https://coinmarketcap.com/currencies/whitex/
7648,Joltify,JOLT,$0.07732,-,0.01%,31.49%,29.66%,$5,70 JOLT,0 JOLT,https://s2.coinmarketcap.com/static/img/coins/64x64/19855.png,https://coinmarketcap.com/currencies/joltify/
7649,ToxicDeer Finance,DEER,$0.03695,-,0.01%,0.21%,2.65%,$5,144 DEER,-,https://s2.coinmarketcap.com/static/img/coins/64x64/20462.png,https://coinmarketcap.com/currencies/toxicdeer-finance/
7650,Meta Course,COURSE,$0.0...00432,"$172,884",0.05%,1.81%,6.55%,$5,"122,393,963,130 COURSE","4,000,000,000,000,000 COURSE",https://s2.coinmarketcap.com/static/img/coins/64x64/19904.png,https://coinmarketcap.com/currencies/meta-course/
7651,Canon Crypto,CATO,$0.001498,"$142,272",0.01%,0.03%,0.16%,$5,"3,526 CATO","95,000,000 CATO",https://s2.coinmarketcap.com/static/img/coins/64x64/14839.png,https://coinmarketcap.com/currencies/canon-crypto/
7652,RUSH,RUC,$0.008524,-,0.05%,0.89%,0.38%,$5,618 RUC,0 RUC,https://s2.coinmarketcap.com/static/img/coins/64x64/7423.png,https://coinmarketcap.com/currencies/rush/
7653,ACryptoSI,ACSI,$0.3229,"$521,265",0.05%,1.36%,1.42%,$5,16 ACSI,"1,613,381 ACSI",https://s2.coinmarketcap.com/static/img/coins/64x64/10797.png,https://coinmarketcap.com/currencies/acryptosi/
7654,Bestay,BSY,$0.003651,-,0.01%,0.02%,31.12%,$5,"1,419 BSY",0 BSY,https://s2.coinmarketcap.com/static/img/coins/64x64/5782.png,https://coinmarketcap.com/currencies/bestay/
7655,DefitankLand,DFTL,$0.00000008537,$0,0.06%,8.07%,100.00%,$5,"60,670,616 DFTL","3,000,000 DFTL",https://s2.coinmarketcap.com/static/img/coins/64x64/23590.png,https://coinmarketcap.com/currencies/defitankland/
7656,RIMAUNANGIS,RXT,$0.02001,-,0.01%,11.14%,17.66%,$5,255 RXT,0 RXT,https://s2.coinmarketcap.com/static/img/coins/64x64/22076.png,https://coinmarketcap.com/currencies/rimaunangis/
7657,Coin Edelweis,EDEL,$0.0006842,-,0.05%,3.15%,3.64%,$5,"7,377 EDEL",-,https://s2.coinmarketcap.com/static/img/coins/64x64/21975.png,https://coinmarketcap.com/currencies/coin-edelweis/
7658,Sunny Side up,SSU,$0.000205,$204,0.07%,2.20%,0.24%,$5,"24,585 SSU","993,600 SSU",https://s2.coinmarketcap.com/static/img/coins/64x64/18239.png,https://coinmarketcap.com/currencies/sunny-side-up/
7659,DONASWAP,DONA,$0.0...02485,"$99,610",1.32%,1.02%,9.79%,$5,"2,019,210,072,812 DONA","40,066,540,043,589,352 DONA",https://s2.coinmarketcap.com/static/img/coins/64x64/14957.png,https://coinmarketcap.com/currencies/donaswap/
7660,FROGGO,FROGGO,$0.03345,"$133,859",1.87%,2.09%,1.97%,$5,149 FROGGO,"4,000,000 FROGGO",https://s2.coinmarketcap.com/static/img/coins/64x64/22286.png,https://coinmarketcap.com/currencies/froggo/
7661,Lumenswap,LSP,$0.005041,"$1,515,127",0.01%,0.02%,0.01%,$5,988 LSP,"300,548,473 LSP",https://s2.coinmarketcap.com/static/img/coins/64x64/11678.png,https://coinmarketcap.com/currencies/lumenswap/
7662,Librium Tech,LIB,$0.0002837,-,0.05%,1.62%,1.63%,$5,"17,510 LIB",-,https://s2.coinmarketcap.com/static/img/coins/64x64/17504.png,https://coinmarketcap.com/currencies/librium-tech/
7663,Fanverse,FT,$0.003101,-,22.51%,6.92%,29.54%,$20,"5,116 FT",0 FT,https://s2.coinmarketcap.com/static/img/coins/64x64/22594.png,https://coinmarketcap.com/currencies/fanverse-/
7664,ArbZilla,ZILLA,<$0.0…00001,"$42,974",0.44%,2.09%,0.44%,$5,"7,899,579,010,240,550,912 ZILLA",NaN ZILLA,https://s2.coinmarketcap.com/static/img/coins/64x64/23642.png,https://coinmarketcap.com/currencies/arbzilla/
7665,New Year Token,NYT,$0.0003878,"$151,984",0.01%,0.08%,1.32%,$5,"12,667 NYT","392,104,501 NYT",https://s2.coinmarketcap.com/static/img/coins/64x64/15411.png,https://coinmarketcap.com/currencies/new-year-token/
7666,Chihuahua,HUA,$0.0...09746,"$81,816",0.09%,1.63%,0.31%,$5,"4,994,125,583 HUA","83,901,349,874,638 HUA",https://s2.coinmarketcap.com/static/img/coins/64x64/9941.png,https://coinmarketcap.com/currencies/chihuahua/
7667,BLASTER TOKEN,BLT,$0.0000978,-,0.05%,3.57%,0.82%,$5,"49,666 BLT",0 BLT,https://s2.coinmarketcap.com/static/img/coins/64x64/18669.png,https://coinmarketcap.com/currencies/blaster-token/
7668,Evodefi,GENX,$0.002016,-,0.00%,3.40%,6.31%,$5,"2,361 GENX",0 GENX,https://s2.coinmarketcap.com/static/img/coins/64x64/10753.png,https://coinmarketcap.com/currencies/evodefi/
7669,New Community Luna,$CLUNA,$0.00000001976,"$136,547",0.05%,0.80%,4.59%,$5,"239,778,283 $CLUNA","6,907,376,873,996 $CLUNA",https://s2.coinmarketcap.com/static/img/coins/64x64/20933.png,https://coinmarketcap.com/currencies/new-community-luna/
7670,BabyFlokiZilla,BABYFLOKIZILLA,<$0.0…00001,-,0.80%,32.27%,42.44%,$5,"8,510,025,817,943,021,568 BABYFLOKIZILLA",0 BABYFLOKIZILLA,https://s2.coinmarketcap.com/static/img/coins/64x64/13989.png,https://coinmarketcap.com/currencies/babyflokizilla/
7671,Axia Protocol,AXIA,$0.009102,-,0.01%,0.02%,1.08%,$5,520 AXIA,0 AXIA,https://s2.coinmarketcap.com/static/img/coins/64x64/7474.png,https://coinmarketcap.com/currencies/axia-protocol/
7672,Afrep,AFREP,$0.007352,-,1.29%,1.63%,0.41%,$5,643 AFREP,0 AFREP,https://s2.coinmarketcap.com/static/img/coins/64x64/21042.png,https://coinmarketcap.com/currencies/afrep/
7673,CryptoGuards,CGAR,$0.0000008307,$12,0.05%,51.33%,1.52%,$5,"5,690,704 CGAR","14,000,000 CGAR",https://s2.coinmarketcap.com/static/img/coins/64x64/16215.png,https://coinmarketcap.com/currencies/cryptoguards/
7674,Derived,DVDX,$0.0001378,"$32,472",0.05%,0.23%,5.22%,$5,"34,230 DVDX","235,496,515 DVDX",https://s2.coinmarketcap.com/static/img/coins/64x64/12772.png,https://coinmarketcap.com/currencies/derived/
7675,CheeseSwap,CHEESE,$0.000000378,"$37,633",0.05%,0.01%,4.04%,$5,"12,400,137 CHEESE","99,499,999,000 CHEESE",https://s2.coinmarketcap.com/static/img/coins/64x64/15565.png,https://coinmarketcap.com/currencies/cheese-swap/
7676,Epanus,EPS,$0.009408,-,0.05%,0.89%,0.38%,$5,491 EPS,0 EPS,https://s2.coinmarketcap.com/static/img/coins/64x64/6824.png,https://coinmarketcap.com/currencies/epanus/
7677,POLYDeFI,OCTAGON,$0.001305,-,0.03%,1.84%,0.17%,$5,"3,540 OCTAGON",0 OCTAGON,https://s2.coinmarketcap.com/static/img/coins/64x64/12498.png,https://coinmarketcap.com/currencies/polydefi/
7678,BikeN,BKN,$0.000000002881,"$22,827",0.05%,1.99%,0.91%,$5,"1,596,013,970 BKN","7,920,000,000,000 BKN",https://s2.coinmarketcap.com/static/img/coins/64x64/21268.png,https://coinmarketcap.com/currencies/biken/
7679,Starbots GEAR,GEAR,"$253,687.35",-,0.00%,26.44%,29.96%,$5,0 GEAR,-,https://s2.coinmarketcap.com/static/img/coins/64x64/20885.png,https://coinmarketcap.com/currencies/starbots-gear/
7680,Nora Token,NRA,$0.000001959,-,0.00%,10.33%,5.72%,$5,"2,343,151 NRA",0 NRA,https://s2.coinmarketcap.com/static/img/coins/64x64/14230.png,https://coinmarketcap.com/currencies/nora-token/
7681,PRVT data,PRVT,$0.000009813,$707,0.05%,49.13%,140.70%,$5,"463,404 PRVT","72,000,000 PRVT",https://s2.coinmarketcap.com/static/img/coins/64x64/23905.png,https://coinmarketcap.com/currencies/prvt-data/
7682,Shardus,ULT,$0.2518,"$8,076,536",0.05%,19.49%,19.49%,$5,18 ULT,"32,056,760 ULT",https://s2.coinmarketcap.com/static/img/coins/64x64/5330.png,https://coinmarketcap.com/currencies/shardus/
7683,For Meta World,4MW,$0.00000159,"$636,235",0.05%,1.48%,3.60%,$5,"2,854,291 4MW","400,000,000,000 4MW",https://s2.coinmarketcap.com/static/img/coins/64x64/18190.png,https://coinmarketcap.com/currencies/for-meta-world/
7684,LAMEA,LAMEA,$0.00001015,"$7,810",0.05%,0.37%,2.88%,$5,"446,016 LAMEA","769,000,000 LAMEA",https://s2.coinmarketcap.com/static/img/coins/64x64/21627.png,https://coinmarketcap.com/currencies/lamea/
7685,Torii Finance,TORII,$3.05,"$48,791",0.05%,4.51%,0.44%,$5,1 TORII,"16,000 TORII",https://s2.coinmarketcap.com/static/img/coins/64x64/12234.png,https://coinmarketcap.com/currencies/torii-finance/
7686,Demeter Chain,DMTC,$0.002566,-,0.05%,0.89%,0.38%,$4,"1,710 DMTC",-,https://s2.coinmarketcap.com/static/img/coins/64x64/4983.png,https://coinmarketcap.com/currencies/demeter-chain/
7687,MetaZilla,MZ,<$0.0…00001,-,0.56%,2.32%,3.29%,$4,"6,214,838,031,977,394,176 MZ",-,https://s2.coinmarketcap.com/static/img/coins/64x64/14329.png,https://coinmarketcap.com/currencies/metazilla/
7688,Safe Energy,EnergyX,$0.0...03781,$0,0.05%,3.03%,44.92%,$4,"11,420,784,369 ENERGYX",253 EnergyX,https://s2.coinmarketcap.com/static/img/coins/64x64/10325.png,https://coinmarketcap.com/currencies/safe-energy/
7689,Cronospad,CPAD,$0.0002114,-,0.01%,0.07%,3.56%,$4,"20,441 CPAD",0 CPAD,https://s2.coinmarketcap.com/static/img/coins/64x64/20644.png,https://coinmarketcap.com/currencies/cronospad/
7690,Mound Token,MND,$0.03644,-,1.08%,1.30%,2.38%,$4,117 MND,-,https://s2.coinmarketcap.com/static/img/coins/64x64/16441.png,https://coinmarketcap.com/currencies/mound-token/
7691,junca Cash,JCC,$0.05401,"$351,084",0.01%,1.53%,61.64%,$4,79 JCC,"6,500,000 JCC",https://s2.coinmarketcap.com/static/img/coins/64x64/6914.png,https://coinmarketcap.com/currencies/junca-cash/
7692,ApeJet,JET,$0.3419,-,0.01%,0.03%,2.03%,$4,12 JET,0 JET,https://s2.coinmarketcap.com/static/img/coins/64x64/21888.png,https://coinmarketcap.com/currencies/apejet/
7693,OPPA Token,OPPA,$0.0...09327,"$27,997",0.05%,0.14%,1.00%,$4,"4,554,131,303,214 OPPA","30,000,000,000,000,000 OPPA",https://s2.coinmarketcap.com/static/img/coins/64x64/16475.png,https://coinmarketcap.com/currencies/oppa-token/
7694,Compound Meta,COMA,$0.008284,-,0.05%,1.07%,0.79%,$4,509 COMA,0 COMA,https://s2.coinmarketcap.com/static/img/coins/64x64/23098.png,https://coinmarketcap.com/currencies/compound-metaverse/
7695,pFTM,PFTM,$0.01391,-,1.98%,1.50%,10.28%,$4,294 PFTM,0 PFTM,https://s2.coinmarketcap.com/static/img/coins/64x64/17994.png,https://coinmarketcap.com/currencies/pftm/
7696,The Hustle App,HUSL,$0.0002851,-,0.05%,0.89%,0.38%,$4,"14,269 HUSL",0 HUSL,https://s2.coinmarketcap.com/static/img/coins/64x64/5253.png,https://coinmarketcap.com/currencies/the-hustle-app/
7697,RIFI United,RU,$0.000403,"$32,224",0.01%,0.04%,2.03%,$4,"10,005 RU","80,000,000 RU",https://s2.coinmarketcap.com/static/img/coins/64x64/13866.png,https://coinmarketcap.com/currencies/rifi-united/
7698,Profile Utility Token,PUT,$0.000191,-,0.03%,4.22%,5.13%,$4,"20,989 PUT",0 PUT,https://s2.coinmarketcap.com/static/img/coins/64x64/2419.png,https://coinmarketcap.com/currencies/profile-utility-token/
7699,Battle Inu,BINU,$0.0...01155,-,0.05%,7.24%,46.47%,$4,"34,605,390,942,336 BINU",0 BINU,https://s2.coinmarketcap.com/static/img/coins/64x64/18100.png,https://coinmarketcap.com/currencies/battle-inu/
7700,Battle Inu,BINU,$0.0...01155,-,0.05%,7.24%,46.47%,$4,"34,630,423,166,008 BINU",0 BINU,https://s2.coinmarketcap.com/static/img/coins/64x64/18100.png,https://coinmarketcap.com/currencies/battle-inu/
7701,Metahamster,MHAM,$0.0...01219,"$60,964",0.72%,0.91%,0.55%,$4,"324,007,656,750 MHAM","5,000,000,000,000,000 MHAM",https://s2.coinmarketcap.com/static/img/coins/64x64/21189.png,https://coinmarketcap.com/currencies/metahamster/
7702,Greenhouse,GREEN,$0.00559,$312,0.03%,2.37%,11.40%,$4,697 GREEN,"55,737 GREEN",https://s2.coinmarketcap.com/static/img/coins/64x64/18917.png,https://coinmarketcap.com/currencies/greenhouse/
7703,Talkado,TALK,$0.0...00011,"$11,245",0.00%,0.01%,12.47%,$4,"3,539,631,366,453 TALK","10,227,000,000,000,000 TALK",https://s2.coinmarketcap.com/static/img/coins/64x64/15260.png,https://coinmarketcap.com/currencies/talkado/
7704,AVME,AVME,$0.01439,"$66,787",0.08%,4.63%,3.54%,$4,265 AVME,"4,640,298 AVME",https://s2.coinmarketcap.com/static/img/coins/64x64/10987.png,https://coinmarketcap.com/currencies/avme/
7705,Social Swap Token,SST,$0.008982,"$3,076,748",0.00%,0.55%,93.16%,$4,424 SST,"342,527,033 SST",https://s2.coinmarketcap.com/static/img/coins/64x64/12246.png,https://coinmarketcap.com/currencies/socialswap/
7706,Pippi Finance,PIPI,$0.0005011,-,0.01%,25.27%,25.27%,$4,"7,583 PIPI",-,https://s2.coinmarketcap.com/static/img/coins/64x64/9502.png,https://coinmarketcap.com/currencies/pippi-finance/
7707,Safe Universe,SFU,$0.0...01582,$776,0.01%,1.84%,0.81%,$4,"23,893,151,423,654 SFU","4,903,478,997,900,670 SFU",https://s2.coinmarketcap.com/static/img/coins/64x64/21881.png,https://coinmarketcap.com/currencies/safe-universe/
7708,Digex,DIGEX,$0.0000288,"$8,928",0.05%,0.88%,0.43%,$4,"130,370 DIGEX","310,000,000 DIGEX",https://s2.coinmarketcap.com/static/img/coins/64x64/6680.png,https://coinmarketcap.com/currencies/digex/
7709,Super Cat Coin,SuperCat,$0.0...01977,$20,0.01%,22.32%,20.79%,$4,"189,250,820,862 SUPERCAT","1,000,000,000,000 SuperCat",https://s2.coinmarketcap.com/static/img/coins/64x64/18759.png,https://coinmarketcap.com/currencies/super-cat-coin/
7710,Dionpay,DION,$0.0000107,"$87,657",0.00%,0.01%,0.02%,$4,"346,947 DION","8,190,000,128 DION",https://s2.coinmarketcap.com/static/img/coins/64x64/6211.png,https://coinmarketcap.com/currencies/dionpay/
7711,Anime Token,ANI,$0.0004659,"$27,391",0.10%,1.56%,3.96%,$4,"7,894 ANI","58,785,081 ANI",https://s2.coinmarketcap.com/static/img/coins/64x64/8394.png,https://coinmarketcap.com/currencies/anime-token/
7712,Grantsville,GVILLE,$0.008155,-,0.35%,33.18%,52.77%,$4,449 GVILLE,0 GVILLE,https://s2.coinmarketcap.com/static/img/coins/64x64/22908.png,https://coinmarketcap.com/currencies/grantsville/
7713,SPACE SIP,SIP,$0.0001669,"$3,845",0.07%,0.42%,1.39%,$4,"21,850 SIP","23,033,000 SIP",https://s2.coinmarketcap.com/static/img/coins/64x64/12273.png,https://coinmarketcap.com/currencies/space-sip/
7714,GalaxyGoggle DAO,GG,$0.06304,"$4,043",0.07%,8.05%,13.31%,$4,57 GG,"64,145 GG",https://s2.coinmarketcap.com/static/img/coins/64x64/15268.png,https://coinmarketcap.com/currencies/galaxygoggle-dao/
7715,Vagabond,VGO,$0.01915,-,0.53%,1.59%,1.68%,$3,183 VGO,0 VGO,https://s2.coinmarketcap.com/static/img/coins/64x64/14073.png,https://coinmarketcap.com/currencies/vagabond/
7716,W3b Infinity,WBY,$0.001728,-,0.10%,1.34%,23.68%,$3,"2,007 WBY",0 WBY,https://s2.coinmarketcap.com/static/img/coins/64x64/20788.png,https://coinmarketcap.com/currencies/w3b-infinity/
7717,Ethera,ETA,$0.0...01457,-,0.10%,3.81%,57.45%,$3,"229,695,730,931 ETA",0 ETA,https://s2.coinmarketcap.com/static/img/coins/64x64/13212.png,https://coinmarketcap.com/currencies/ethera/
7718,Scaleswap,SCA,$0.0193,"$390,852",0.03%,3.88%,2.75%,$3,173 SCA,"20,247,032 SCA",https://s2.coinmarketcap.com/static/img/coins/64x64/9118.png,https://coinmarketcap.com/currencies/scaleswap/
7719,Frozen Walrus Share,WSHARE,$1.07,-,0.01%,0.14%,61.96%,$3,3 WSHARE,-,https://s2.coinmarketcap.com/static/img/coins/64x64/20465.png,https://coinmarketcap.com/currencies/frozen-walrus-share/
7720,PoSH4D,P4D,$0.00004342,"$4,080",0.04%,3.56%,71.69%,$3,"76,713 P4D","94,000,000 P4D",https://s2.coinmarketcap.com/static/img/coins/64x64/23676.png,https://coinmarketcap.com/currencies/posh4d/
7721,Hermes Defi,IRIS,$0.01232,-,0.07%,1.56%,0.21%,$3,269 IRIS,0 IRIS,https://s2.coinmarketcap.com/static/img/coins/64x64/11626.png,https://coinmarketcap.com/currencies/hermes-defi/
7722,Ecoin official,ECOIN,$0.0003881,-,0.00%,0.01%,1.59%,$3,"8,488 ECOIN",0 ECOIN,https://s2.coinmarketcap.com/static/img/coins/64x64/6111.png,https://coinmarketcap.com/currencies/ecoin-2/
7723,Based Finance Next Gen,OBOL,$0.2115,"$4,962",0.86%,4.70%,2.45%,$3,15 OBOL,"23,493 OBOL",https://s2.coinmarketcap.com/static/img/coins/64x64/21167.png,https://coinmarketcap.com/currencies/based-finance-next-gen/
7724,HorizonDollar,HZD,$0.00000016,$800,0.00%,0.01%,88.40%,$3,"20,173,935 HZD","5,000,000,000 HZD",https://s2.coinmarketcap.com/static/img/coins/64x64/15723.png,https://coinmarketcap.com/currencies/horizondollar/
7725,BabyPitbull,BPIT,$0.00000003001,"$22,506",0.01%,0.02%,200.04%,$3,"105,637,291 BPIT","750,000,000,000 BPIT",https://s2.coinmarketcap.com/static/img/coins/64x64/21575.png,https://coinmarketcap.com/currencies/babypitbull/
7726,SolX Gaming Guild,SGG,$0.00001705,-,0.14%,29.48%,156.35%,$3,"183,478 SGG",-,https://s2.coinmarketcap.com/static/img/coins/64x64/17391.png,https://coinmarketcap.com/currencies/solx-gaming-guild/
7727,Optimus OPT3,OPT3,$0.004901,-,0.02%,2.80%,53.81%,$3,639 OPT3,-,https://s2.coinmarketcap.com/static/img/coins/64x64/22210.png,https://coinmarketcap.com/currencies/optimus-opt3/
7728,JPGold Coin,JPGC,$0.003438,"$64,486",7.15%,12.59%,2.80%,$3,893 JPGC,"18,757,605 JPGC",https://s2.coinmarketcap.com/static/img/coins/64x64/21909.png,https://coinmarketcap.com/currencies/jpgold-coin/
7729,Catge coin,CATGE,$0.0...00843,"$59,215",0.01%,0.68%,1.89%,$3,"36,897,149,590 CATGE","702,530,318,374,692 CATGE",https://s2.coinmarketcap.com/static/img/coins/64x64/10274.png,https://coinmarketcap.com/currencies/catge-coin/
